@relation custard
@attribute nissuesbycreator integer
@attribute nissuesbycreatorclosed integer
@attribute ncommitsbycreator integer
@attribute nissuescreatedinproject integer
@attribute nissuescreatedinprojectclosed integer
@attribute ncommitsinproject integer
@attribute issuecleanedbodylen integer
@attribute timeopen {0,90}

@data
19,10,194,130,79,445,224,0
21,10,194,132,79,445,423,0
1,0,0,133,79,445,59,0
22,10,194,134,79,445,253,0
23,10,195,135,79,446,293,0
11,5,0,136,79,445,90,0
54,44,76,137,79,445,156,90
24,10,200,138,79,445,96,0
25,10,200,139,79,445,222,0
27,10,200,141,79,445,358,90
55,44,76,142,79,447,135,0
57,44,76,144,79,447,544,90
58,43,78,144,78,452,553,90
27,13,216,142,81,475,294,0
53,44,76,139,83,458,327,90
54,44,76,142,83,472,184,0
2,0,0,143,83,457,13,90
2,1,0,142,80,452,542,0
3,1,0,143,80,452,107,0
28,13,210,143,79,451,439,90
52,41,74,144,82,462,189,0
53,41,74,145,82,463,272,0
49,41,74,140,82,464,629,0
5,3,0,140,81,460,184,0
3,3,47,140,69,478,57,0
105,80,91,169,122,505,173,90
14,4,4,128,53,466,72,90
29,8,223,125,52,473,264,0
29,8,213,125,51,424,0,0
30,8,213,126,51,424,321,90
31,8,213,127,51,424,25,0
32,8,213,128,51,424,195,90
1,0,0,129,51,425,180,90
10,4,0,124,49,426,91,0
11,9,0,142,108,453,160,90
0,0,0,125,52,444,795,0
40,23,23,126,56,449,36,90
41,23,23,127,56,449,78,0
0,0,0,128,56,449,177,0
42,23,23,129,56,453,9,90
32,11,221,130,56,454,235,0
42,24,24,128,57,465,88,0
43,24,24,129,57,468,28,90
11,7,0,131,60,481,614,90
12,7,0,131,60,484,44,0
44,26,27,130,63,504,235,90
45,26,27,131,63,504,266,90
6,3,3,132,63,509,68,90
13,8,0,133,63,509,255,0
0,0,0,134,60,510,278,90
43,24,29,133,59,523,382,90
32,12,259,134,60,525,369,0
33,12,259,135,60,525,444,0
34,12,259,136,60,525,376,0
1,1,60,133,58,525,225,0
42,23,32,134,60,534,2,90
43,22,32,135,62,540,327,90
7,3,3,136,63,541,306,90
0,0,21,137,64,543,112,90
8,3,3,139,65,553,111,0
0,0,0,140,65,553,57,0
1,0,0,141,65,553,74,0
2,0,0,142,65,553,167,0
3,0,0,142,65,553,114,90
4,0,0,143,65,553,125,0
5,0,0,144,65,553,69,90
43,23,35,139,65,553,137,90
2,0,0,138,65,552,53,0
0,0,0,145,67,555,199,90
1,0,0,146,67,555,94,0
2,2,62,146,66,555,27,90
34,16,261,141,68,559,304,0
0,0,0,142,68,562,444,0
35,16,264,143,68,563,587,90
1,1,0,144,69,544,119,0
7,4,3,141,63,528,1,0
0,0,0,141,64,525,150,0
0,0,0,141,64,525,227,0
32,15,30,134,62,513,257,90
32,17,217,136,67,509,412,90
32,13,25,131,65,504,159,0
20,10,194,131,79,445,222,0
2,2,0,117,62,509,160,90
4,2,0,119,63,504,147,0
5,2,0,120,63,504,84,90
9,4,3,121,62,500,48,0
0,0,0,116,62,488,110,0
6,2,0,111,60,486,237,90
10,4,3,110,60,514,126,0
11,4,3,112,60,515,64,0
0,0,0,113,60,515,675,0
12,5,3,114,68,517,136,0
8,4,3,116,62,507,57,0
13,5,3,113,67,514,212,90
14,5,3,114,67,514,226,90
29,18,202,115,67,514,184,90
30,18,202,116,67,517,441,90
31,18,202,117,67,517,451,90
32,18,202,118,67,518,390,0
33,18,202,119,67,518,212,0
34,18,202,122,67,518,135,90
4,1,33,125,67,518,124,90
37,18,202,126,67,518,237,90
38,18,202,127,67,518,122,90
39,18,202,128,67,518,139,90
40,18,202,129,67,518,183,90
41,18,202,130,67,518,192,90
43,18,202,132,67,518,248,90
5,1,33,133,67,518,594,90
44,18,202,134,67,518,273,90
45,18,202,135,67,518,238,90
46,18,202,136,67,518,262,90
47,18,202,137,67,518,193,90
48,18,202,138,67,518,148,90
49,18,202,139,67,518,191,90
51,18,202,141,67,518,197,90
6,1,33,142,67,518,474,90
52,18,202,143,67,518,93,90
7,1,33,144,67,518,428,90
53,18,202,144,67,518,216,90
57,46,86,132,79,440,224,0
54,18,202,145,67,518,160,90
8,1,42,147,68,510,71,90
56,19,199,146,68,514,234,0
9,1,47,148,73,501,95,90
7,2,0,148,73,503,55,0
12,1,47,151,74,500,186,0
13,1,47,152,74,499,422,0
11,1,47,150,74,504,112,90
10,1,47,147,73,503,247,90
2,2,0,136,75,463,104,0
8,2,0,149,73,504,102,0
1,1,0,141,108,453,347,90
3,2,62,137,75,464,145,0
46,15,149,136,72,464,756,0
1,1,0,136,76,467,415,0
4,2,60,135,76,463,239,0
2,1,0,126,75,419,126,0
45,17,129,127,76,408,208,0
46,17,129,128,76,408,398,0
47,17,129,129,76,408,533,90
48,17,129,130,76,408,787,0
0,0,0,129,79,397,503,90
0,0,0,121,71,384,2724,0
43,15,117,117,69,364,270,90
33,15,30,135,62,513,148,0
0,0,0,99,61,312,580,0
14,2,51,90,58,311,2,0
0,0,0,89,58,310,192,0
3,11,19,87,56,317,733,0
2,0,31,87,55,317,284,0
39,12,115,87,55,314,183,0
40,12,116,87,54,308,552,0
0,0,0,86,54,298,266,0
0,1,0,80,50,266,70,0
3,0,16,74,43,224,325,0
1,7,17,69,35,197,69,0
10,8,125,36,35,206,367,0
2,4,0,36,33,210,89,0
6,1,7,35,28,199,91,90
2,2,0,35,65,202,439,0
6,6,0,127,75,444,408,0
1,1,0,32,104,200,460,0
0,6,0,31,103,200,353,0
1,6,0,32,103,198,2,0
9,31,139,32,103,196,417,0
2,1,33,120,67,518,152,90
3,1,33,121,67,518,147,90
2,8,6,33,104,210,46,0
9,31,143,32,102,192,1024,0
10,31,143,32,102,192,357,0
11,31,143,33,102,192,115,0
12,30,140,33,99,192,235,0
0,0,0,32,99,234,104,0
0,0,0,25,123,239,990,0
0,0,0,15,120,418,0,0
4,15,157,9,37,396,156,0
0,0,0,10,37,398,137,0
0,1,33,8,37,342,215,0
0,0,0,9,36,335,140,0
1,1,34,9,37,336,78,0
2,1,43,11,38,341,231,0
3,1,43,12,8,298,220,0
0,0,2,13,8,313,308,0
0,0,44,13,9,284,108,0
4,1,83,21,8,310,421,0
3,0,95,17,8,311,160,0
1,0,94,15,8,310,126,0
2,0,95,16,8,311,22,0
9,2,118,29,14,425,242,0
10,2,122,30,14,429,119,0
